Sex,Diet,Transport,Vehicle Monthly Distance Km,CarbonEmission
female,omnivore,walk/bicycle,18,1883
female,vegetarian,private,8554,4076
female,vegetarian,walk/bicycle,11,1187
male,vegan,public,1928,1626
female,vegan,public,874,1871
female,omnivore,walk/bicycle,62,1446
male,omnivore,walk/bicycle,79,2682
female,pescatarian,public,1216,2386
male,vegan,walk/bicycle,63,1240
female,omnivore,walk/bicycle,81,1014
male,omnivore,private,4224,2909
female,pescatarian,walk/bicycle,30,1548
male,omnivore,public,998,1079
female,omnivore,private,5513,2591
male,omnivore,private,7916,6498
male,vegetarian,private,2458,2322
male,vegetarian,walk/bicycle,97,1972
male,pescatarian,public,1725,2107
male,omnivore,public,915,1863
female,vegan,walk/bicycle,64,2382
female,pescatarian,private,389,1971
male,vegetarian,walk/bicycle,74,2616
female,vegan,private,3326,1663
male,omnivore,public,893,1528
female,pescatarian,walk/bicycle,14,2415
female,pescatarian,public,574,1799
female,vegetarian,private,6395,1585
male,vegetarian,public,940,1835
male,omnivore,public,1850,3473
male,pescatarian,public,1752,2035
female,omnivore,walk/bicycle,51,1831
female,pescatarian,private,1884,1861
female,vegan,private,8268,2188
female,vegetarian,public,1250,2318
male,vegan,public,907,758
male,vegetarian,private,1877,2054
female,pescatarian,private,6558,4773
female,vegan,public,1005,1723
female,vegetarian,private,1670,1765
female,pescatarian,private,9362,3978
female,omnivore,private,708,2820
male,vegan,private,2348,2058
male,pescatarian,private,6134,2982
male,pescatarian,public,957,1667
female,vegan,public,424,2041
male,omnivore,walk/bicycle,11,2392
male,pescatarian,public,553,2248
female,pescatarian,public,1645,2360
male,vegan,walk/bicycle,45,1311
male,pescatarian,public,441,2604
male,pescatarian,public,1208,1579
male,vegetarian,walk/bicycle,52,2196
male,pescatarian,public,1001,1767
female,pescatarian,private,3807,3313
male,vegan,public,333,2160
male,vegan,walk/bicycle,60,1536
male,vegetarian,walk/bicycle,37,1954
female,pescatarian,private,3149,1828
female,vegetarian,walk/bicycle,6,1249
female,pescatarian,walk/bicycle,92,2674
female,omnivore,walk/bicycle,31,2392
female,vegetarian,private,1473,3020
female,pescatarian,public,702,2395
female,vegan,private,207,1460
female,pescatarian,walk/bicycle,18,1081
male,pescatarian,private,3535,4211
female,vegan,walk/bicycle,7,1750
male,omnivore,private,7505,1947
female,vegetarian,walk/bicycle,63,1877
female,pescatarian,private,7443,2641
male,omnivore,walk/bicycle,86,1480
male,vegetarian,public,559,1568
male,vegetarian,walk/bicycle,24,1531
female,vegetarian,walk/bicycle,84,1976
male,pescatarian,private,3452,2057
female,pescatarian,public,736,1758
male,pescatarian,walk/bicycle,54,1651
female,pescatarian,private,1380,2435
female,vegan,private,410,2239
female,omnivore,public,398,1270
female,vegetarian,public,501,1585
male,omnivore,private,3583,3067
female,pescatarian,walk/bicycle,35,1596
female,vegetarian,walk/bicycle,14,1709
female,vegan,private,2932,2347
female,omnivore,private,8174,2467
female,omnivore,private,8387,3160
female,pescatarian,walk/bicycle,66,2687
male,pescatarian,public,1306,1701
female,vegan,walk/bicycle,59,1333
female,vegetarian,private,8856,4594
male,pescatarian,walk/bicycle,11,1150
male,omnivore,public,391,1575
female,vegan,public,1519,2269
female,omnivore,walk/bicycle,96,2351
female,pescatarian,public,1396,1654
female,vegan,private,5732,3448
female,vegetarian,private,6983,2355
male,vegan,public,0,2283
male,vegan,walk/bicycle,73,2201
female,vegan,public,146,1558
male,vegetarian,walk/bicycle,97,1766
female,vegetarian,public,1251,1293
male,omnivore,walk/bicycle,45,3208
male,vegan,walk/bicycle,13,2372
male,vegan,private,6753,5906
female,omnivore,walk/bicycle,10,2478
female,vegan,walk/bicycle,65,2180
male,vegan,public,335,1928
male,omnivore,public,1087,2740
male,vegan,walk/bicycle,69,2148
female,vegan,private,1457,1301
male,pescatarian,walk/bicycle,77,1029
male,omnivore,private,778,3298
female,vegetarian,private,6344,1231
female,vegetarian,public,93,1058
male,omnivore,walk/bicycle,3,1843
female,pescatarian,public,1291,1462
male,vegan,private,1281,2429
female,vegan,private,4075,1428
male,omnivore,walk/bicycle,7,3540
female,omnivore,public,1273,1444
female,vegan,walk/bicycle,77,1645
male,vegetarian,public,1549,3176
female,vegan,walk/bicycle,32,1966
male,pescatarian,walk/bicycle,78,2567
male,vegetarian,walk/bicycle,40,2151
male,vegetarian,private,8912,4005
female,pescatarian,private,5814,4015
female,omnivore,private,6931,5269
female,omnivore,public,1533,1931
female,vegan,private,9453,3334
male,vegetarian,private,8865,5113
female,omnivore,walk/bicycle,95,1266
female,vegetarian,public,1882,2648
male,vegan,public,425,1341
female,vegetarian,public,1989,923
male,pescatarian,public,1668,1488
female,vegan,private,298,1652
female,pescatarian,walk/bicycle,1,1218
male,pescatarian,public,1654,1747
female,vegan,walk/bicycle,86,1778
male,pescatarian,private,520,2382
female,pescatarian,walk/bicycle,84,1943
female,vegan,public,503,2035
male,omnivore,private,2553,3101
male,vegetarian,private,9167,5136
male,omnivore,public,79,3110
female,pescatarian,public,1909,1458
male,vegetarian,walk/bicycle,50,1322
female,omnivore,walk/bicycle,79,1765
female,pescatarian,public,494,1675
female,vegan,walk/bicycle,92,2364
male,vegetarian,public,8,2292
female,vegan,public,243,1489
male,omnivore,public,847,1817
female,vegetarian,private,1749,1172
female,omnivore,private,6155,3407
female,vegetarian,public,914,2748
male,pescatarian,public,221,2418
male,omnivore,public,936,3204
male,omnivore,private,4021,2441
female,vegetarian,public,278,871
female,vegetarian,public,629,1368
female,vegetarian,public,1300,1559
male,omnivore,public,49,1722
female,pescatarian,walk/bicycle,48,1007
female,vegan,private,2787,1531
male,vegetarian,public,678,1146
female,omnivore,public,1525,1638
female,pescatarian,public,1704,1995
male,vegetarian,walk/bicycle,18,2075
female,vegan,public,1951,710
male,vegetarian,public,879,2863
female,vegetarian,private,2032,1947
female,vegan,private,1911,2747
male,omnivore,walk/bicycle,19,1904
male,pescatarian,walk/bicycle,19,1813
male,vegan,private,5597,3033
male,vegan,walk/bicycle,41,2429
male,vegetarian,private,30,1197
female,omnivore,private,4366,1719
male,vegetarian,public,1088,1986
male,omnivore,private,9764,3969
female,pescatarian,public,290,2331
female,omnivore,walk/bicycle,47,1624
male,vegan,public,539,1652
male,vegan,private,7706,2460
male,pescatarian,private,4718,2810
female,vegan,public,1791,948
female,vegan,public,752,1913
male,pescatarian,walk/bicycle,43,4033
male,vegetarian,public,589,2442
female,omnivore,private,526,3302
female,omnivore,private,8525,3837
female,vegan,private,2366,2656
male,omnivore,walk/bicycle,8,1675
male,pescatarian,private,5599,4805
female,vegetarian,walk/bicycle,94,1262
male,omnivore,public,1802,1269
female,pescatarian,public,854,1892
male,omnivore,private,1692,1131
male,vegetarian,private,9410,1693
male,pescatarian,private,285,1903
male,vegetarian,walk/bicycle,81,2682
female,omnivore,private,7102,3155
female,vegetarian,private,5085,4215
male,vegetarian,walk/bicycle,2,2418
female,pescatarian,private,6525,3303
female,vegetarian,walk/bicycle,35,1601
female,omnivore,private,859,2649
female,vegan,walk/bicycle,97,1432
female,vegan,private,7496,3076
male,vegan,public,1087,3735
male,pescatarian,public,715,1212
female,omnivore,private,1420,2373
male,pescatarian,public,1622,2542
female,vegetarian,public,1208,2100
female,omnivore,public,453,1302
male,omnivore,walk/bicycle,23,1247
female,vegetarian,public,1274,1917
female,vegan,public,455,1622
female,omnivore,private,8502,3499
male,vegan,walk/bicycle,72,1570
male,vegetarian,walk/bicycle,31,3401
female,vegetarian,private,3560,2388
female,omnivore,walk/bicycle,54,1733
female,vegan,public,141,1592
female,omnivore,private,7525,3561
male,vegan,public,104,2457
male,pescatarian,private,4646,4055
male,pescatarian,walk/bicycle,7,2678
female,omnivore,private,9799,4104
female,omnivore,public,1795,2390
female,vegetarian,private,6484,1961
female,vegetarian,public,296,1535
female,vegan,walk/bicycle,83,3097
male,vegetarian,private,5961,3638
female,vegetarian,walk/bicycle,85,1011
female,omnivore,private,9982,3601
female,omnivore,private,2816,2818
female,vegetarian,private,2750,4018
female,omnivore,private,8631,4793
male,vegetarian,walk/bicycle,19,2182
male,vegan,walk/bicycle,63,1702
male,omnivore,public,325,2409
female,vegetarian,walk/bicycle,55,1411
female,vegetarian,public,562,2209
female,vegan,private,5711,3764
female,pescatarian,public,1386,1667
male,omnivore,private,5915,2714
male,omnivore,public,67,1502
female,vegan,public,1918,2142
male,omnivore,private,9120,6125
female,vegan,public,724,637
male,vegan,public,1713,3023
male,pescatarian,private,6751,3505
female,omnivore,public,829,2090
female,pescatarian,private,5784,3374
male,pescatarian,walk/bicycle,13,1825
female,pescatarian,public,1336,1531
female,vegetarian,private,7585,4110
female,vegetarian,walk/bicycle,40,1899
female,vegetarian,walk/bicycle,0,2912
male,omnivore,walk/bicycle,22,1728
female,pescatarian,public,354,1484
male,pescatarian,public,1176,2256
male,vegetarian,walk/bicycle,33,1517
male,vegetarian,public,1719,2250
female,vegan,walk/bicycle,84,1368
male,pescatarian,private,6358,4405
male,pescatarian,private,8929,1515
male,pescatarian,private,7462,4717
female,omnivore,walk/bicycle,7,2006
female,vegetarian,private,1621,1382
female,pescatarian,public,1179,1360
male,vegetarian,private,9601,3152
female,vegetarian,walk/bicycle,9,2160
female,vegetarian,private,7328,3323
male,omnivore,walk/bicycle,0,1735
female,pescatarian,public,678,2710
male,vegan,walk/bicycle,31,1431
male,pescatarian,walk/bicycle,44,1745
male,vegan,public,939,1298
male,vegan,public,972,696
male,pescatarian,private,193,2824
female,vegetarian,walk/bicycle,6,2068
male,pescatarian,private,1962,1672
male,pescatarian,private,6245,4296
female,vegetarian,public,1951,1525
female,omnivore,public,1214,1638
female,vegetarian,public,1746,1946
male,vegan,walk/bicycle,45,2945
male,vegan,walk/bicycle,37,3179
male,vegan,walk/bicycle,5,1220
male,vegetarian,private,794,4170
female,vegan,walk/bicycle,56,2475
male,vegetarian,walk/bicycle,95,1067
male,vegan,walk/bicycle,88,1315
female,vegetarian,public,1309,759
male,pescatarian,public,415,2938
male,vegan,public,1208,2292
female,vegetarian,private,283,1958
male,pescatarian,private,8730,6030
female,omnivore,public,722,2027
male,omnivore,private,417,1456
male,vegan,private,9607,2944
female,omnivore,walk/bicycle,52,1278
female,vegetarian,public,1327,1495
female,vegan,public,1314,1559
male,vegan,private,9291,3596
female,vegetarian,public,499,1678
female,vegetarian,public,867,2266
male,omnivore,walk/bicycle,69,3129
male,pescatarian,public,368,1109
female,omnivore,public,130,890
female,vegan,private,2780,2554
male,omnivore,walk/bicycle,65,1872
female,pescatarian,public,1914,1766
female,pescatarian,private,7057,4784
female,omnivore,walk/bicycle,54,2544
male,vegetarian,public,218,2056
male,pescatarian,private,9529,1944
female,pescatarian,walk/bicycle,35,847
male,omnivore,walk/bicycle,26,2279
female,vegan,private,570,3143
female,pescatarian,public,1357,2559
male,omnivore,private,6155,3515
male,vegan,private,3093,1290
female,vegan,walk/bicycle,34,3001
male,pescatarian,walk/bicycle,24,2575
female,vegan,public,547,942
male,pescatarian,walk/bicycle,66,1741
female,vegetarian,public,1687,1751
female,omnivore,private,4312,1095
male,vegan,walk/bicycle,93,2249
male,vegetarian,private,2407,2577
female,pescatarian,walk/bicycle,68,2463
male,pescatarian,private,6671,3436
male,omnivore,public,755,1115
female,omnivore,walk/bicycle,7,1910
male,vegan,private,659,876
male,omnivore,walk/bicycle,98,1733
female,vegetarian,public,1837,1433
female,vegan,public,1523,1861
male,vegan,public,702,2059
male,vegan,public,907,930
male,pescatarian,private,3023,2511
male,vegan,private,7987,5767
male,pescatarian,private,8850,1811
male,vegan,walk/bicycle,34,2685
male,vegan,walk/bicycle,27,1532
female,vegetarian,walk/bicycle,61,2897
female,vegan,walk/bicycle,78,1021
male,vegan,walk/bicycle,22,2041
female,vegan,private,8066,1197
male,vegan,walk/bicycle,29,1558
male,omnivore,public,1493,4102
female,vegetarian,walk/bicycle,58,1698
female,vegetarian,public,1343,1353
male,vegan,walk/bicycle,45,1914
female,vegan,private,6319,2774
male,vegetarian,private,9758,5425
male,vegetarian,public,1112,1860
male,vegetarian,private,8845,1822
female,vegan,walk/bicycle,39,1866
female,vegan,public,1138,2015
female,vegan,private,9723,3463
male,vegan,public,1775,1141
male,vegan,private,9235,4614
female,omnivore,public,944,2513
male,vegan,public,66,2547
female,vegan,walk/bicycle,92,2025
male,pescatarian,private,2114,4495
male,pescatarian,walk/bicycle,80,1810
female,vegetarian,walk/bicycle,65,3684
female,pescatarian,walk/bicycle,61,2032
female,pescatarian,public,976,1356
female,omnivore,private,3296,3831
male,vegetarian,private,869,1230
male,pescatarian,public,754,2564
male,vegan,private,1309,2328
male,pescatarian,public,1690,1533
female,omnivore,walk/bicycle,44,1362
male,omnivore,walk/bicycle,4,2104
female,vegetarian,walk/bicycle,4,921
female,vegetarian,public,691,1359
male,vegetarian,public,1788,1918
male,omnivore,private,535,2566
female,omnivore,walk/bicycle,81,1435
male,pescatarian,private,1777,2731
male,vegan,private,7899,5122
male,pescatarian,public,192,781
female,pescatarian,public,1090,1714
female,pescatarian,public,542,1850
female,vegetarian,walk/bicycle,41,1332
male,omnivore,public,1192,3117
male,vegetarian,public,1922,1986
female,pescatarian,public,1256,1762
female,vegetarian,private,5350,3308
female,pescatarian,walk/bicycle,38,1721
female,vegan,private,9455,2049
female,vegan,walk/bicycle,87,1586
female,vegan,walk/bicycle,10,822
female,omnivore,public,1779,1415
female,omnivore,public,471,2145
male,pescatarian,walk/bicycle,84,1596
female,omnivore,public,1767,1590
male,vegetarian,public,983,2347
female,omnivore,private,8017,4300
female,vegan,walk/bicycle,89,1663
female,omnivore,private,5322,4247
female,vegetarian,public,1682,2734
male,vegetarian,walk/bicycle,56,2385
male,pescatarian,private,3071,4209
male,vegan,private,5908,4046
male,vegetarian,public,652,1639
female,omnivore,walk/bicycle,16,1281
male,pescatarian,walk/bicycle,72,2571
female,pescatarian,walk/bicycle,7,545
female,vegan,walk/bicycle,20,1287
female,vegan,public,40,1249
female,vegetarian,walk/bicycle,64,965
female,vegetarian,private,250,1634
male,vegan,public,1230,3297
male,vegetarian,walk/bicycle,8,1490
female,vegan,public,1264,2480
male,vegetarian,walk/bicycle,65,3359
male,vegetarian,private,1606,2958
male,omnivore,private,3721,2900
male,vegetarian,private,164,2779
male,omnivore,private,3662,2516
female,vegetarian,walk/bicycle,91,2251
female,pescatarian,walk/bicycle,20,2130
female,pescatarian,walk/bicycle,89,1671
male,vegetarian,public,1382,3927
male,vegan,private,9663,2408
female,vegetarian,walk/bicycle,76,1723
male,vegan,public,1296,1785
female,vegan,walk/bicycle,16,2044
female,omnivore,walk/bicycle,92,1335
male,pescatarian,public,1438,2562
female,vegetarian,walk/bicycle,21,3413
male,omnivore,private,1798,2722
male,pescatarian,walk/bicycle,94,1762
male,pescatarian,public,1415,1906
male,vegetarian,walk/bicycle,65,2501
male,pescatarian,private,736,2125
female,pescatarian,private,7763,3733
male,omnivore,private,6079,3219
female,pescatarian,public,874,2744
male,pescatarian,private,5595,3706
female,vegetarian,private,3572,1503
male,pescatarian,public,185,1862
female,vegetarian,walk/bicycle,99,1785
male,vegan,public,1941,2091
